Date,Price
2003-05-20,4337.0
2003-05-21,4338.0
2003-05-22,4339.0
2003-05-23,4340.0
2003-05-24,4341.0
2003-05-25,4342.0
2003-05-26,4343.0
2003-05-27,4344.0
2003-05-28,4345.0
2003-05-29,4346.0
2003-05-30,4347.0
2003-05-31,4348.0
2003-06-01,4349.0
2003-06-02,4350.0
2003-06-03,4351.0
2003-06-04,4352.0
2003-06-05,4353.0
2003-06-06,4354.0
2003-06-07,4355.0
2003-06-08,4356.0
2003-06-09,4357.0
2003-06-10,4358.0
2003-06-11,4359.0
2003-06-12,4360.0
2003-06-13,4361.0
2003-06-14,4362.0
2003-06-15,4363.0
2003-06-16,4364.0
2003-06-17,4365.0
2003-06-18,4366.0
2003-06-19,4367.0
2003-06-20,4368.0
2003-06-21,4369.0
2003-06-22,4370.0
2003-06-23,4371.0
2003-06-24,4372.0
2003-06-25,4373.0
2003-06-26,4374.0
2003-06-27,4375.0
2003-06-28,4376.0
2003-06-29,4377.0
2003-06-30,4378.0
2003-07-01,4379.0
2003-07-02,4380.0
2003-07-03,4381.0
2003-07-04,4382.0
2003-07-05,4383.0
2003-07-06,4384.0
2003-07-07,4385.0
2003-07-08,4386.0
2003-07-09,4387.0
2003-07-10,4388.0
2003-07-11,4389.0
2003-07-12,4390.0
2003-07-13,4391.0
2003-07-14,4392.0
2003-07-15,4393.0
2003-07-16,4394.0
2003-07-17,4395.0
2003-07-18,4396.0
2003-07-19,4397.0
2003-07-20,4398.0
2003-07-21,4399.0
2003-07-22,4400.0
2003-07-23,4401.0
2003-07-24,4402.0
2003-07-25,4403.0
2003-07-26,4404.0
2003-07-27,4405.0
2003-07-28,4406.0
2003-07-29,4407.0
2003-07-30,4408.0
2003-07-31,4409.0
2003-08-01,4410.0
2003-08-02,4411.0
2003-08-03,4412.0
2003-08-04,4413.0
2003-08-05,4414.0
2003-08-06,4415.0
2003-08-07,4416.0
2003-08-08,4417.0
2003-08-09,4418.0
2003-08-10,4419.0
2003-08-11,4420.0
2003-08-12,4421.0
2003-08-13,4422.0
2003-08-14,4423.0
2003-08-15,4424.0
2003-08-16,4425.0
2003-08-17,4426.0
2003-08-18,4427.0
2003-08-19,4428.0
2003-08-20,4429.0
2003-08-21,4430.0
2003-08-22,4431.0
2003-08-23,4432.0
2003-08-24,4433.0
2003-08-25,4434.0
2003-08-26,4435.0
2003-08-27,4436.0
2003-08-28,4437.0
2003-08-29,4438.0
2003-08-30,4439.0
2003-08-31,4440.0
2003-09-01,4441.0
2003-09-02,4442.0
2003-09-03,4443.0
2003-09-04,4444.0
2003-09-05,4445.0
2003-09-06,4446.0
2003-09-07,4447.0
2003-09-08,4448.0
2003-09-09,4449.0
2003-09-10,4450.0
2003-09-11,4451.0
2003-09-12,4452.0
2003-09-13,4453.0
2003-09-14,4454.0
2003-09-15,4455.0
2003-09-16,4456.0
2003-09-17,4457.0
2003-09-18,4458.0
2003-09-19,4459.0
2003-09-20,4460.0
2003-09-21,4461.0
2003-09-22,4462.0
2003-09-23,4463.0
2003-09-24,4464.0
2003-09-25,4465.0
2003-09-26,4466.0
2003-09-27,4467.0
2003-09-28,4468.0
2003-09-29,4469.0
2003-09-30,4470.0
2003-10-01,4471.0
2003-10-02,4472.0
2003-10-03,4473.0
2003-10-04,4474.0
2003-10-05,4475.0
2003-10-06,4476.0
2003-10-07,4477.0
2003-10-08,4478.0
2003-10-09,4479.0
2003-10-10,4480.0
2003-10-11,4481.0
2003-10-12,4482.0
2003-10-13,4483.0
2003-10-14,4484.0
2003-10-15,4485.0
2003-10-16,4486.0
2003-10-17,4487.0
2003-10-18,4488.0
2003-10-19,4489.0
2003-10-20,4490.0
2003-10-21,4491.0
2003-10-22,4492.0
2003-10-23,4493.0
2003-10-24,4494.0
2003-10-25,4495.0
2003-10-26,4496.0
2003-10-27,4497.0
2003-10-28,4498.0
2003-10-29,4499.0
2003-10-30,4500.0
2003-10-31,4501.0
2003-11-01,4502.0
2003-11-02,4503.0
2003-11-03,4504.0
2003-11-04,4505.0
2003-11-05,4506.0
2003-11-06,4507.0
2003-11-07,4508.0
2003-11-08,4509.0
2003-11-09,4510.0
2003-11-10,4511.0
2003-11-11,4512.0
2003-11-12,4513.0
2003-11-13,4514.0
2003-11-14,4515.0
2003-11-15,4516.0
2003-11-16,4517.0
2003-11-17,4518.0
2003-11-18,4519.0
2003-11-19,4520.0
2003-11-20,4521.0
2003-11-21,4522.0
2003-11-22,4523.0
2003-11-23,4524.0
2003-11-24,4525.0
2003-11-25,4526.0
2003-11-26,4527.0
2003-11-27,4528.0
2003-11-28,4529.0
2003-11-29,4530.0
2003-11-30,4531.0
2003-12-01,4532.0
2003-12-02,4533.0
2003-12-03,4534.0
2003-12-04,4535.0
2003-12-05,4536.0
2003-12-06,4537.0
2003-12-07,4538.0
2003-12-08,4539.0
2003-12-09,4540.0
2003-12-10,4541.0
2003-12-11,4542.0
2003-12-12,4543.0
2003-12-13,4544.0
2003-12-14,4545.0
2003-12-15,4546.0
2003-12-16,4547.0
2003-12-17,4548.0
2003-12-18,4549.0
2003-12-19,4550.0
2003-12-20,4551.0
2003-12-21,4552.0
2003-12-22,4553.0
2003-12-23,4554.0
2003-12-24,4555.0
2003-12-25,4556.0
2003-12-26,4557.0
2003-12-27,4558.0
2003-12-28,4559.0
2003-12-29,4560.0
2003-12-30,4561.0
2003-12-31,4562.0
2004-01-01,4563.0
2004-01-02,3835.0
2004-01-03,3836.9375
2004-01-04,3838.875
2004-01-05,3840.8125
2004-01-06,3842.75
2004-01-07,3844.6875
2004-01-08,3846.625
2004-01-09,3848.5625
2004-01-10,3850.5
2004-01-11,3852.4375
2004-01-12,3854.375
2004-01-13,3856.3125
2004-01-14,3858.25
2004-01-15,3860.1875
2004-01-16,3862.125
2004-01-17,3864.0625
2004-01-18,3866.0
2004-01-19,3867.9375
2004-01-20,3869.875
2004-01-21,3871.8125
2004-01-22,3873.75
2004-01-23,3875.6875
2004-01-24,3877.625
2004-01-25,3879.5625
2004-01-26,3881.5
2004-01-27,3883.4375
2004-01-28,3885.375
2004-01-29,3887.3125
2004-01-30,3889.25
2004-01-31,3891.1875
2004-02-01,3893.125
2004-02-02,3895.0625
2004-02-03,3897.0
2004-02-04,3898.9375
2004-02-05,3900.875
2004-02-06,3902.8125
2004-02-07,3904.75
2004-02-08,3906.6875
2004-02-09,3908.625
2004-02-10,3910.5625
2004-02-11,3912.5
2004-02-12,3914.4375
2004-02-13,3916.375
2004-02-14,3918.3125
2004-02-15,3920.25
2004-02-16,3922.1875
2004-02-17,3924.125
2004-02-18,3926.0625
2004-02-19,3928.0
2004-02-20,3929.9375
2004-02-21,3931.875
2004-02-22,3933.8125
2004-02-23,3935.75
2004-02-24,3937.6875
2004-02-25,3939.625
2004-02-26,3941.5625
2004-02-27,3943.5
2004-02-28,3945.4375
2004-02-29,3947.375
2004-03-01,3949.3125
2004-03-02,3951.25
2004-03-03,3953.1875
2004-03-04,3955.125
2004-03-05,3957.0625
2004-03-06,3959.0
2004-03-07,3960.9375
2004-03-08,3962.875
2004-03-09,3964.8125
2004-03-10,3966.75
2004-03-11,3968.6875
2004-03-12,3970.625
2004-03-13,3972.5625
2004-03-14,3974.5
2004-03-15,3976.4375
2004-03-16,3978.375
2004-03-17,3980.3125
2004-03-18,3982.25
2004-03-19,3984.1875
2004-03-20,3986.125
2004-03-21,3988.0625
2004-03-22,3990.0
2004-03-23,3990.0
2004-03-24,3990.0
2004-03-25,3990.0
2004-03-26,3990.0
2004-03-27,3990.0
2004-03-28,3990.0
2004-03-29,3990.0
2004-03-30,3990.0
2004-03-31,3990.0
2004-04-01,3990.0
2004-04-02,3990.0
2004-04-03,3990.0
2004-04-04,3990.0
2004-04-05,3990.0
2004-04-06,3990.0
2004-04-07,3990.0
2004-04-08,3990.0
2004-04-09,3990.0
2004-04-10,3990.0
2004-04-11,3990.0
2004-04-12,3990.0
2004-04-13,3990.0
2004-04-14,3990.0
2004-04-15,3990.0
2004-04-16,3990.0
2004-04-17,3990.0
2004-04-18,3990.0
2004-04-19,3990.0
2004-04-20,3990.0
2004-04-21,3990.0
2004-04-22,3990.0
2004-04-23,3990.0
2004-04-24,3990.0
2004-04-25,3990.0
2004-04-26,3990.0
2004-04-27,3990.0
2004-04-28,3990.0
2004-04-29,3990.0
2004-04-30,3990.0
2004-05-01,3990.0
2004-05-02,3990.0
2004-05-03,3990.0
2004-05-04,3990.0
2004-05-05,3990.0
2004-05-06,3990.0
2004-05-07,3990.0
2004-05-08,3990.0
2004-05-09,3990.0
2004-05-10,3990.0
2004-05-11,3990.0
2004-05-12,3990.0
2004-05-13,3990.0
2004-05-14,3990.0
2004-05-15,3990.0
2004-05-16,3990.0
2004-05-17,3990.0
2004-05-18,3990.0
2004-05-19,3990.0
2004-05-20,3990.0
2004-05-21,3990.0
2004-05-22,3990.0
2004-05-23,3990.0
2004-05-24,3990.0
2004-05-25,3990.0
2004-05-26,3990.0
2004-05-27,3990.0
2004-05-28,3990.0
2004-05-29,3990.0
2004-05-30,3990.0
2004-05-31,3990.0
2004-06-01,3990.0
2004-06-02,3990.0
2004-06-03,3990.0
2004-06-04,3990.0
2004-06-05,3987.753623
2004-06-06,3985.507246
2004-06-07,3983.26087
2004-06-08,3981.014493
2004-06-09,3978.768116
2004-06-10,3976.521739
2004-06-11,3974.275362
2004-06-12,3972.028986
2004-06-13,3969.782609
2004-06-14,3967.536232
2004-06-15,3965.289855
2004-06-16,3963.043478
2004-06-17,3960.797101
2004-06-18,3958.550725
2004-06-19,3956.304348
2004-06-20,3954.057971
2004-06-21,3951.811594
2004-06-22,3949.565217
2004-06-23,3947.318841
2004-06-24,3945.072464
2004-06-25,3942.826087
2004-06-26,3940.57971
2004-06-27,3938.333333
2004-06-28,3936.086957
2004-06-29,3933.84058
2004-06-30,3931.594203
2004-07-01,3929.347826
2004-07-02,3927.101449
2004-07-03,3924.855072
2004-07-04,3922.608696
2004-07-05,3920.362319
2004-07-06,3918.115942
2004-07-07,3915.869565
2004-07-08,3913.623188
2004-07-09,3911.376812
2004-07-10,3909.130435
2004-07-11,3906.884058
2004-07-12,3904.637681
2004-07-13,3902.391304
2004-07-14,3900.144928
2004-07-15,3897.898551
2004-07-16,3895.652174
2004-07-17,3893.405797
2004-07-18,3891.15942
2004-07-19,3888.913043
2004-07-20,3886.666667
2004-07-21,3884.42029
2004-07-22,3882.173913
2004-07-23,3879.927536
2004-07-24,3877.681159
2004-07-25,3875.434783
2004-07-26,3873.188406
2004-07-27,3870.942029
2004-07-28,3868.695652
2004-07-29,3866.449275
2004-07-30,3864.202899
2004-07-31,3861.956522
2004-08-01,3859.710145
2004-08-02,3857.463768
2004-08-03,3855.217391
2004-08-04,3852.971014
2004-08-05,3850.724638
2004-08-06,3848.478261
2004-08-07,3846.231884
2004-08-08,3843.985507
2004-08-09,3841.73913
2004-08-10,3839.492754
2004-08-11,3837.246377
2004-08-12,3835.0
2004-08-13,3835.384615
2004-08-14,3835.769231
2004-08-15,3836.153846
2004-08-16,3836.538462
2004-08-17,3836.923077
2004-08-18,3837.307692
2004-08-19,3837.692308
2004-08-20,3838.076923
2004-08-21,3838.461538
2004-08-22,3838.846154
2004-08-23,3839.230769
2004-08-24,3839.615385
2004-08-25,3840.0
2004-08-26,3840.384615
2004-08-27,3840.769231
2004-08-28,3841.153846
2004-08-29,3841.538462
2004-08-30,3841.923077
2004-08-31,3842.307692
2004-09-01,3842.692308
2004-09-02,3843.076923
2004-09-03,3843.461538
2004-09-04,3843.846154
2004-09-05,3844.230769
2004-09-06,3844.615385
2004-09-07,3845.0
2004-09-08,3845.384615
2004-09-09,3845.769231
2004-09-10,3846.153846
2004-09-11,3846.538462
2004-09-12,3846.923077
2004-09-13,3847.307692
2004-09-14,3847.692308
2004-09-15,3848.076923
2004-09-16,3848.461538
2004-09-17,3848.846154
2004-09-18,3849.230769
2004-09-19,3849.615385
2004-09-20,3850.0
2004-09-21,3849.642857
2004-09-22,3849.285714
2004-09-23,3848.928571
2004-09-24,3848.571429
2004-09-25,3848.214286
2004-09-26,3847.857143
2004-09-27,3847.5
2004-09-28,3847.142857
2004-09-29,3846.785714
2004-09-30,3846.428571
2004-10-01,3846.071429
2004-10-02,3845.714286
2004-10-03,3845.357143
2004-10-04,3845.0
2004-10-05,3845.0
2004-10-06,3850.0
2004-10-07,3845.0
2004-10-08,3845.0
2004-10-09,3846.666667
2004-10-10,3848.333333
2004-10-11,3850.0
2004-10-12,3845.0
2004-10-13,3850.0
2004-10-14,3850.0
2004-10-15,3850.0
2004-10-16,3848.333333
2004-10-17,3846.666667
2004-10-18,3845.0
2004-10-19,3850.0
2004-10-20,3850.0
2004-10-21,3850.0
2004-10-22,3845.0
2004-10-23,3845.0
2004-10-24,3845.0
2004-10-25,3845.0
2004-10-26,3845.0
2004-10-27,3850.0
2004-10-28,3850.0
2004-10-29,3845.0
2004-10-30,3845.0
2004-10-31,3845.0
2004-11-01,3845.0
2004-11-02,3845.0
2004-11-03,3852.0
2004-11-04,3845.0
2004-11-05,3845.0
2004-11-06,3845.0
2004-11-07,3845.0
2004-11-08,3845.0
2004-11-09,3850.0
2004-11-10,3855.0
2004-11-11,3845.0
2004-11-12,3845.0
2004-11-13,3845.0
2004-11-14,3845.0
2004-11-15,3845.0
2004-11-16,3855.0
2004-11-17,3850.0
2004-11-18,3845.0
2004-11-19,3845.0
2004-11-20,3845.0
2004-11-21,3845.0
2004-11-22,3845.0
2004-11-23,3845.0
2004-11-24,3845.0
2004-11-25,3846.5
2004-11-26,3848.0
2004-11-27,3848.0
2004-11-28,3848.0
2004-11-29,3848.0
2004-11-30,3850.0
2004-12-01,3845.0
2004-12-02,3852.0
2004-12-03,3850.0
2004-12-04,3849.333333
2004-12-05,3848.666667
2004-12-06,3848.0
2004-12-07,3848.0
2004-12-08,3850.0
2004-12-09,3850.0
2004-12-10,3845.0
2004-12-11,3845.666667
2004-12-12,3846.333333
2004-12-13,3847.0
2004-12-14,3852.0
2004-12-15,3850.0
2004-12-16,3853.0
2004-12-17,3850.0
2004-12-18,3850.0
2004-12-19,3850.0
2004-12-20,3850.0
2004-12-21,3851.0
2004-12-22,3847.0
2004-12-23,3848.0
2004-12-24,3850.0
2004-12-25,3850.0
2004-12-26,3850.0
2004-12-27,3850.0
2004-12-28,3850.0
2004-12-29,3848.0
2004-12-30,3850.0
2004-12-31,3846.0
2005-01-01,3847.333333
2005-01-02,3848.666667
2005-01-03,3850.0
2005-01-04,3850.0
2005-01-05,3848.0
2005-01-06,3848.0
2005-01-07,3850.0
2005-01-08,3849.333333
2005-01-09,3848.666667
2005-01-10,3848.0
2005-01-11,3850.0
2005-01-12,3845.0
2005-01-13,3850.0
2005-01-14,3848.0
2005-01-15,3848.666667
2005-01-16,3849.333333
2005-01-17,3850.0
2005-01-18,3850.0
2005-01-19,3848.0
2005-01-20,3848.0
2005-01-21,3848.0
2005-01-22,3848.0
2005-01-23,3848.0
2005-01-24,3848.0
2005-01-25,3850.0
2005-01-26,3848.0
2005-01-27,3848.0
2005-01-28,3848.0
2005-01-29,3848.666667
2005-01-30,3849.333333
2005-01-31,3850.0
2005-02-01,3850.0
2005-02-02,3850.0
2005-02-03,3845.0
2005-02-04,3850.0
2005-02-05,3848.333333
2005-02-06,3846.666667
2005-02-07,3845.0
2005-02-08,3846.0
2005-02-09,3846.0
2005-02-10,3845.0
2005-02-11,3845.0
2005-02-12,3845.666667
2005-02-13,3846.333333
2005-02-14,3847.0
2005-02-15,3844.0
2005-02-16,3845.0
2005-02-17,3845.0
2005-02-18,3846.0
2005-02-19,3845.666667
2005-02-20,3845.333333
2005-02-21,3845.0
2005-02-22,3846.0
2005-02-23,3845.0
2005-02-24,3844.0
2005-02-25,3844.0
